energy_j,speed_mm_s,frequency_khz,spot_diameter_mm,gas_flow_l_min,bead_height_mm,thermal_var_c,acoustic_rms,penetration_mm,vibration_rms,defect_real,is_labeled,defect_label
4.168690995747068,15.37469439517385,6.548115274384268,0.8470915667848008,7.901977191992984,1.1438937851882967,12.234220060441647,0.6705936177595626,1.7279630455218966,0.2421851914497857,0,0,
4.256026404396271,23.128468757764406,6.086509048603091,0.8477208090038015,11.55059971663613,0.8,20.006424793825914,0.6453791310131016,1.7191836799609395,0.4742456478183452,1,1,1.0
3.684152092940294,26.746600913698945,6.9456399145122205,0.766837083883852,10.628319292128653,1.1557699165729434,25.65503794056677,0.425745438729081,2.153224015459681,0.46963648138988257,1,0,
4.00451595933106,18.6850754791641,9.831902315320528,0.8801385564990921,7.506876458774383,1.2001079044316016,15.460798430194108,0.5963506965040688,2.3231437687787047,0.32332192947365773,0,0,
3.901173606145491,20.876039519313313,10.483705438929288,0.9701245315269662,11.357334299805943,0.8611221679350793,16.98619479071948,0.7304718613416021,1.8243627995647813,0.25675326548782607,0,0,
4.314896155847093,18.81503679570746,7.872682888298999,0.7536243142211834,10.502862125771458,1.1544517173816649,28.522550255731304,0.61232237840086,2.479486695142397,0.19988713921094153,0,0,
4.5949251536801246,18.48016407292797,7.824014981554676,0.8498998386870588,11.79227424513078,1.1455029254588662,15.949135881279766,0.573930837115581,1.59425026161782,0.40381420711612526,0,1,0.0
4.233601606642886,14.917179340410176,7.594596199245129,0.8175368313721684,13.111867436257858,1.1695084281453245,14.218175328452865,0.6770700655110274,2.0989308194771223,0.2611853579445714,0,0,
4.117732417436594,22.936053827602713,10.311188561893962,0.7770175929062308,11.988006659813935,0.9133041223411795,14.965786857626693,0.585762326431479,1.9378765366668822,0.26808232536200455,0,0,
4.461499234563787,23.17736059978056,6.145588472560595,0.8370538367998583,13.66365231079439,1.282439138270297,22.417980259187928,0.6343079033028519,2.50948395233006,0.4336664508352204,0,0,
4.6363130006242805,23.514682834808035,8.756355429085222,0.7544045944712222,10.429575958039461,0.9160392334066123,22.2633702244057,0.6013884923464073,2.162507907687338,0.33653995139266085,0,0,
4.6153989548739816,16.248062886029786,6.677351559724614,0.7912858566854897,10.038573904946071,1.4138004306799983,23.707928890223627,0.555647141898479,2.137048186208937,0.371340068588349,0,0,
4.152552585028843,17.302644623516695,9.481208947666932,0.7706100875885159,11.229697687522117,1.3549470190547646,14.90192865573784,0.6310379552083378,2.745705101906767,0.39533225693427815,0,0,
5.120108584273495,19.286503530295768,9.65692023497326,0.7740332777839172,12.056911223659071,0.8929903339963734,19.810564712976984,0.5582347902760522,2.157596157748235,0.43951090577901,1,1,1.0
4.25515608794113,19.641659050509148,7.282313897412603,0.8670660016182107,11.628621211259226,1.5899553289475918,10.23489597025171,0.6270524549685743,2.2963663067739244,0.18832348331413556,0,0,
3.4247165496351744,17.90198043140269,8.912472923034835,0.596375180121223,11.740234508876688,1.1825300387398703,20.06623428953894,0.620975962782019,2.5709427170691868,0.27192545954658437,0,0,
4.132523868872412,13.91355897143643,8.223840464707335,0.6938900590652711,11.084465547466904,1.503590788617406,21.63058909776628,0.519396306611032,1.8609081350701984,0.39024922583255517,0,0,
3.8590154678439443,22.380613962903972,8.997318778509891,0.867846949338811,13.962009872125405,1.2996089429669393,28.606819036533338,0.6819926809270789,1.9003806763587183,0.21169793786874702,0,0,
3.9821606177543187,20.32655250000813,8.541791827935311,0.9407262006565189,13.812395039450175,1.2914481451461552,19.17191616547422,0.4938287251681007,2.5077202180227505,0.24266198232169012,0,0,
3.7732639074404535,19.236744110041958,8.360741824466555,0.828429007534687,8.078644969100678,1.2644694176477351,23.766170309493518,0.5275978427338617,1.4972211963211846,0.1708571527326023,1,0,
3.246715030122005,19.18886892818434,9.075024184331472,0.7295505364188287,13.359077893415856,1.1410448150352395,20.01602798677652,0.5832665169621268,2.393879755806045,0.19294607786480586,0,0,
4.066450951101039,20.79394019857427,7.732456175814745,0.8721460086982094,9.103232873611638,0.9329922496628771,17.032030108252588,0.7180977213805866,2.161787282623766,0.26713944498346015,0,0,
4.332974550331662,14.498634751821905,8.450209925611574,0.7791021645181525,16.163516495323083,1.5061826329508574,22.619548438384363,0.7801081397448342,1.532228089710599,0.29999869508135246,0,0,
4.135003004084091,19.764339991049383,5.324229099956822,0.694244397029582,12.648115961678723,1.1107610568668254,20.843129365295454,0.6916715934133034,1.897833036425006,0.24224510658942042,0,0,
4.503646152396048,15.984206964714154,9.224137489283091,0.9189357606503006,11.204816305923003,1.2305886565986572,20.06506195512386,0.5692960288601238,2.329915122648855,0.198647270233536,0,0,
4.539895946765364,16.86927631605719,6.328015996875927,0.9588644827258594,11.56476938578508,1.384429816280293,17.210823127021484,0.6160395351993755,2.138447234437761,0.26606719203104634,0,0,
4.1226823603954115,22.16374042648522,7.017905402203141,0.6867977973678803,9.068675013528065,1.12722702383038,22.907049834686983,0.4321904748377924,2.133556775910491,0.37335023528744465,1,1,1.0
3.8361326608571575,22.96956333547789,7.208487965321467,0.9085250253498132,10.183420788674754,1.4512847157508855,20.197216472052283,0.6833090287049135,1.9560279259542621,0.45269524206979134,0,0,
3.285280627851595,24.06788237593899,8.590128318439122,0.8758879597416702,9.893936652778129,1.0717556067247676,21.664288241412372,0.5195834031854483,1.5531778686054385,0.2751876766957043,1,0,
3.628896750579681,18.995941718918786,8.474634945913808,0.9118932082823679,14.966673375125696,1.3493969960118661,19.53413948152736,0.6693401456033065,2.1758700893783587,0.28765248614234895,0,0,
4.654590255419114,19.025322854636187,7.541279786448104,0.6303624533052592,15.235174841968423,1.2253273716779103,17.331428814817414,0.6544073303287273,1.719970752143464,0.3831172065510086,0,0,
4.016525707774453,15.12072641381016,5.801286127844873,0.6795484798124726,11.54963278298425,1.114319371916713,19.935570496034764,0.6976480164338773,2.177495307416826,0.4263562060659719,0,0,
3.600866852032043,21.122314230768243,8.42597408151505,0.7515164155569491,8.013933275605307,1.2827882276521618,22.303236309064435,0.4,2.56573553999886,0.37943301024510007,1,0,
3.8772538211102763,25.980823397176184,6.877368617770109,0.8600385698786229,6.854452001845791,1.3713121873320937,18.43516032100866,0.4,1.9442889283643077,0.3175775023187124,1,0,
4.407197986313622,18.243571958712547,10.346990705585066,0.7199212068983056,8.859241625929911,1.289640976820371,21.246061503277627,0.5725409630278965,2.0887057453846234,0.23864326409297082,0,0,
3.7702663444930384,23.801875580966993,6.988272469049253,0.8937681147607008,13.495954079485685,1.3197346538635961,22.27626526722009,0.5300906771029928,1.9130691045849775,0.2776986318176286,0,0,
4.167759298188412,21.02121531464315,6.36416844739003,0.6485582125234053,14.108306063503184,1.2550318770727853,13.279575636398453,0.47742467258022203,1.6454802244742306,0.4032103887820311,0,0,
