furnace_entry_temp_c,furnace_exit_temp_c,die_temp_c,transfer_time_s,press_force_kn,press_speed_mm_s,dwell_time_s,blank_thickness_mm,steel_grade,active_cooling,cooling_pressure_bar,cooling_flow_l_min,tensile_strength_mpa
862.3315550441022,900.9366208004832,151.28119963516662,5.393512776022795,1245.4734455723703,50.0,3.5661584656800325,0.9504922500970968,3,1,12.0,26.223464455735108,992.2579895749268
833.313900993367,884.436995470953,142.47972789498053,5.403511920289708,1135.149050690769,50.0,3.952517978746687,1.0493584210849438,3,1,9.196700859087036,26.991288326385256,940.9015476732304
829.8736122575734,882.1852475402096,148.00574065945324,4.83875458127963,1385.3095452872085,50.55313832116437,3.5961479668659577,1.59665868911355,2,1,8.16295377026135,32.87476701917871,1071.546715303839
847.841937222369,916.06381340136,150.1732636955751,5.274839372752453,1414.9222116932349,50.0,3.7743785530005023,0.9167778286881996,3,1,12.0,21.501877270997703,1206.6820197167845
856.1524189064107,906.5607828552188,140.2740282793051,6.027034891298436,1276.9749695486091,50.0,3.5115737049996505,1.029438978425805,2,1,12.0,36.621670937976745,1116.0797677814278
847.395151204585,899.4909190270628,144.35891345632783,7.399719890690405,1168.8541329313896,50.59873077389446,3.195085915545438,1.2350010871042063,1,1,6.395452640794129,37.974568435241416,1039.3992555951304
870.3528847501351,925.1542546291688,149.91234518821875,4.480234856471235,1320.4837665097373,50.0,3.1548157948096245,1.0120537261805045,1,1,12.0,35.637770790463335,1195.306862931414
827.0358720812077,873.6783228075705,137.2879450083189,5.45267140670954,1104.8132676460314,50.0,3.540118677286161,1.3705133140614485,3,1,12.0,15.733931713693163,916.59320295367
846.9310433527115,893.8916299609873,160.19954009589992,4.992788728346371,967.2614128347258,50.0,3.743154895064914,1.3596615612004888,2,1,12.0,9.874251820362524,732.2563046258372
844.2982434189923,901.3782687267418,142.07872791256193,5.099110904424205,1463.4113520841722,50.0,3.405164226564129,1.6520954237562635,1,1,12.0,28.871446287092287,1261.7667863653248
827.4825922449343,882.4399647820858,159.27085423414204,5.702914992644855,1329.17784763555,50.0,3.0415250289216686,1.5254651502515073,3,1,12.0,31.063797869216472,1048.8143670176953
850.0429865658604,903.35522897799,153.66856870141396,3.370293512426428,1357.5762739915767,53.09083890672488,3.0512390941303966,1.260306214895559,3,1,12.0,38.67022297427697,1038.1092224430954
854.8663376777315,900.3909959005684,169.8985299506787,4.708487476166459,1153.9429194186655,50.0,3.685021939538042,0.9192882460519096,2,1,12.0,27.77122127009305,924.5626707461728
858.3240872761576,904.9173225956202,159.54193816135188,5.639869933030021,1040.9189524749402,50.0,3.2413885233795523,1.4351779715313422,3,0,12.0,33.65423191512182,766.5559826748629
842.0737010082462,900.6922848816655,152.10319843784086,5.65328328109794,936.3929949452512,50.0,3.0,1.162046268594734,3,1,11.110681738060832,36.95063503936443,781.9461628321727
856.8660316890512,914.9792417781458,166.43956844237974,5.027994619904254,1188.5977798335002,50.0,4.014879935405709,1.730407795547667,2,1,12.0,29.175502579471928,882.2728369581629
843.4060309659368,888.0021420278572,151.72254095369203,4.689610540528705,1073.4238439172966,50.0,4.215607827719785,1.040968126284858,2,1,11.720746928447609,30.642772741716666,862.581266039835
884.1107847334671,925.0683997079155,145.46715714619947,4.157022004670947,1345.1077282102697,50.0,3.94553188744496,1.4430113577874593,3,0,12.0,40.0,1046.565417213838
890.5209094224366,942.8953969419274,163.9046146015757,5.700641653786257,1200.9845120951318,50.0,3.677822896763818,0.9284767904669552,2,1,12.0,23.67003748954568,943.6844039178176
858.2806225863238,913.4596589171794,138.5347361882154,4.154149583080099,1510.5488109166995,52.08129646407437,3.4503879382363185,1.6351807458063086,3,1,12.0,32.96115992907536,1161.747388481107
854.4455442863789,897.1469921288456,137.34580223179145,5.485506103002223,1035.7000193307333,50.80828253911812,4.03559674730896,1.0065570345818902,2,1,12.0,36.58188934607337,1030.8030736845967
842.3047563478619,894.0632303850101,157.959562732692,4.431453867685216,1456.8166101767913,50.0,3.459867920463331,0.9912379832420896,3,1,12.0,22.53501710735429,1103.8245007634562
827.1170252198766,870.9323085586361,152.66686116910097,3.642183964414684,1459.8821281677615,50.0,3.3999489196310013,1.1897854963989176,3,1,12.0,32.561724886802025,1173.7892450162428
849.0643674010039,888.3538165901188,146.4625828982731,5.172323249702951,1624.2309194221598,50.0,3.215489127486851,0.9407642656058112,1,1,12.0,23.279348552880595,1320.4242269148506
870.4640721666627,917.2209248220904,137.9334402464716,5.871999170078166,1312.462444475889,50.0,3.069893393567525,1.6326356305279002,1,1,12.0,23.903017886250144,1104.1663229886365
881.9789331422216,933.1823147216688,133.5047788280272,3.5250672448268987,949.8503977262724,50.0,3.583264746138996,1.021988844118601,2,1,10.466138153806469,31.6649769201316,912.3062629817364
844.1488958992431,888.8156110699462,162.59729531517735,4.91724775241231,1055.5810177448802,50.0,3.792554934294567,1.657010231091558,3,0,10.635227892740698,27.92040041052513,691.4555998186647
846.6301104808036,900.9139477862744,126.35360485982427,4.793441735722784,1181.1948459651685,50.0,3.862497366358665,0.9677746558702016,2,1,12.0,37.54741407796493,944.9631033930938
843.484702690732,894.3980347353954,152.99815994092856,5.724289838578003,1162.7440290080297,50.0,3.629814811349417,1.2044067813570052,1,1,12.0,28.527576064497502,1052.9155028404305
866.0414189544006,920.8734158671056,148.6992201876922,5.249721164620501,1174.3548564294374,50.0,3.0180229821487554,1.3326587436164867,3,1,12.0,23.37601874330016,921.3713126324116
876.7708753884093,929.6174597356172,149.3129939926023,4.457750640896017,1258.6022011123232,50.0,3.656797679575792,1.5191865381994265,1,0,12.0,28.17626758761414,1101.4491242073402
868.3400165766838,922.689516358906,156.47110342790486,4.111136259840386,1173.2870054396496,50.0,3.0,0.9465981793679,2,1,12.0,28.894418357258203,978.7992805178188
847.7694656790885,898.9613188901282,151.01205716640942,4.778916459998705,1516.8338126404278,50.0,3.6684168984339673,1.4948539316879352,1,0,12.0,28.154966000987308,1297.5563899842773
830.3374211985547,881.9556625811164,157.146379736837,5.408751847381069,882.4050869245852,50.0,4.287669459929231,1.2170963814045734,1,1,12.0,24.166721644854384,819.260679946167
825.803108269434,873.9430241324955,131.53843767118704,5.218348850361994,1108.62247592814,50.0,4.014204820410465,0.9692068442928063,1,1,12.0,29.475876588886045,1083.0880928663262
843.2021869603374,892.4324566715252,160.07219449531314,5.551533313742022,1107.2434702695712,50.0,3.85811701242857,1.4262032702049552,3,1,12.0,29.78748881533644,875.9833325275137
845.6153691771218,893.3671727762976,124.23799549400869,5.156147698400073,1050.244521819016,50.0,3.1221743047335977,1.4212051405211676,1,1,10.989442008707588,29.06140475853958,1003.0710413043796
834.3031289175208,873.8251538711563,156.18442506924848,3.619843408717997,1194.4339315016048,50.0,3.3972142679608166,1.0277082659555867,1,1,12.0,32.34462468149928,1065.464131992177
845.4562357045947,905.9179304006248,154.87372491967812,3.304946431078988,1566.3512623468878,50.0,3.4169499513106047,1.185209075223182,2,0,10.48245830559513,36.44180449354468,1290.1190712744483
862.5325392499374,904.2796820946992,147.9748924888649,4.036410698212721,1313.7717900832745,51.84660962373754,3.614747665912605,1.3323961804332909,2,1,12.0,27.257296265123188,1096.2671048344318
863.0383722256718,915.3890337824904,138.35207122238478,6.0350824642605145,1194.4520702390184,50.0,3.7735297309753415,1.2538655031101318,1,0,11.791095698531825,21.036978778513703,1153.1016421145555
840.1997114878573,898.2145636849259,151.28225476100314,5.126698302593923,1468.780683738997,50.0,4.126740794098356,1.1156566197321136,2,1,12.0,34.363908988703926,1227.076402936994
871.2178146896939,923.5516373231704,150.9883085375403,6.038055341277635,1181.5379653106252,50.0,3.143922410439638,1.2129792503439116,3,1,12.0,32.09581282562842,932.3598992980396
859.9772122030454,909.896025826051,170.28901981538036,4.357766173290627,1240.3925102761923,50.0,4.076649532952575,1.0549026701529642,2,1,10.977269564206098,33.25673558288082,921.6656412353458
841.8409563114283,884.0726981771486,144.2655306077737,4.44556981269856,1351.8011331923517,50.0,3.0,1.4748595135296978,3,1,12.0,19.028326003937213,1043.1856264645976
838.9944837020097,895.7679806315817,160.19350917984323,5.065407874000453,1262.4575671369385,53.14411939395728,3.0,1.5052319615313308,1,0,11.855361187884132,30.53154186426316,994.6211550895536
852.9982000239397,901.6836712122488,151.42451244188064,4.902259601333922,1252.9031089855544,50.0,3.604087885064557,1.5911856398539286,3,1,10.30238230513981,37.55013503180042,942.2927181334456
854.603010011794,904.0596994064892,147.4823505103746,4.699672499638014,1056.5964704138307,50.0,3.849872580449951,1.1008769041829138,1,0,12.0,34.04646353418315,1009.1650177324602
850.6455422696647,912.3273807278912,153.06733997659515,6.260186463388838,1251.5386540837724,50.0,3.251422396377204,0.9624802548694787,3,0,12.0,37.66901404944406,920.6417965416936
828.8264307064268,885.9212086558208,144.1748246055739,4.173649008685656,1297.5009502494074,50.0,4.006534787900192,1.133954356973602,1,1,8.741111345186074,30.634668181642468,1152.0211256099092
837.2079169551774,882.4212945365805,131.6285912438074,5.027361329114403,1211.1332002811505,50.0,3.431114070626976,1.4100003779643413,1,0,7.67581303101075,28.92710596231033,1066.57072125628
861.753204975221,907.5997233937976,147.64036617862627,5.970790655319318,1246.6079981357125,50.0,3.950442859666184,1.3840183480114845,2,0,12.0,34.56203109926356,1050.0685378215112
830.0271603764986,871.4980706181647,151.72693547009382,4.295303024052832,952.5530866858236,50.0,3.182265430375478,1.0039850245367523,1,1,11.51340522325207,39.9380370001239,869.9680513155182
857.869494212607,904.6276615366954,143.44856168275746,5.649415517849754,1205.528502995582,50.0,3.300755659184275,1.5664140526480788,2,1,12.0,29.63443460207229,1033.340976380942
848.2278290028485,895.4349562194784,145.56346762299577,3.9919702299716113,1176.3923120723553,54.617365911351925,3.435938070943809,0.9308120469427787,2,1,12.0,30.67202865536139,1043.7867382499596
827.3124652814855,875.297978516083,153.2657267746051,5.395228462281703,1158.8030669110565,50.0,3.9463197547835778,1.3658851270511458,1,1,12.0,28.61650377293408,1012.602754874312
844.0693534745183,885.441722226495,169.998585535431,5.679098393963844,959.901510853288,50.0,3.671096292700824,1.2115061541662713,3,1,12.0,40.0,694.7908230455952
860.0667361568587,916.441163205882,153.38263260402834,4.985944371084849,1306.5527595899975,50.0,3.31020736086321,1.2571056308059498,1,0,12.0,21.537084375938303,1193.2468760630677
834.4488355448324,884.6368160813839,145.81750169912266,4.881963288832413,951.8555479880318,50.0,3.964809551078996,0.998301041264522,1,1,12.0,23.303542612486154,936.8033162133102
831.4917974232962,877.8861008495657,127.27010146024116,5.568470315683777,1082.9068984235437,55.50941748214605,3.714588469302407,1.326850522639039,2,1,11.655584674781856,30.787367301357687,944.0033183474296
864.767402686198,926.456835595207,156.59295579903457,5.489719476672856,1182.5028467349048,50.0,3.4209907872696568,1.3140008647006194,2,0,12.0,31.06706794588797,927.8822398522796
852.0183665056126,893.106387959275,153.73918271588974,5.630080711959523,1372.3103353002489,50.4611114108595,4.119907387313259,1.236910693614501,2,1,12.0,34.43820996131059,1056.683725931412
819.2324599450164,873.1113237557375,150.1101693308543,4.323965549247142,984.3722186675952,50.0,3.477035017830975,1.403881289881662,3,0,12.0,37.350833526736366,743.1596500002036
847.8083632473499,898.2154774975447,134.42805520260737,4.409453138062457,1540.0145634561488,53.56049191689794,3.0,1.6205858698273194,3,1,12.0,31.33734900244533,1240.3641957961252
844.1783574708613,879.0181494898998,138.54021810188218,4.24849113658091,1101.6399320425007,50.0,3.771596593154856,1.4010471351512928,1,1,12.0,31.37842863909316,946.0164803507208
833.9829426046442,888.8904984716667,144.33094888616444,3.2747635943207443,953.5259814164198,50.0,3.617357104645924,1.1713859893910674,2,0,12.0,33.82312839731952,878.2947379492024
839.2258291488324,892.3388568633223,139.0055060429607,5.857177230824418,1544.208722161159,50.0,3.9165547771371374,1.0414480585050332,3,1,11.201871396137632,30.71466505451757,1202.2237072242942
855.3742362604256,894.9086217737492,155.30617994003234,2.730242052412595,1249.5065048196425,50.0,3.3655291272260137,1.0954691701484969,3,1,12.0,29.982239639035207,968.0082360750944
852.1863840690563,909.782252451124,154.8300473245217,4.514581018993855,1346.123607500805,50.0,3.4852174307605623,0.9787139666424928,1,1,12.0,15.206426531793795,1093.3090082617714
873.3582533950408,927.5962487454782,163.4640576015266,5.946222629140834,1529.685475624712,50.0,3.390264502369842,1.1342062025459765,2,1,12.0,26.65519424017123,1157.434904284648
857.5501288859988,904.4138786417062,161.16062617888608,5.09876786590976,1019.1116829210936,50.0,3.0,1.5492031396840285,2,1,12.0,29.59549794768409,843.3140921210186
848.4862739783092,895.2917518045135,179.4933174403213,5.16349100918525,1140.1464315626283,55.256769542228746,3.782840607805672,1.5661223209344748,3,1,7.9717127642340575,24.027521766365123,798.8589494950318
